Simülasyon süresi: 200 sn
Müşteri gelme aralığı: 5 sn
Tek seferde gelen toplam müşteri sayısı: 9
Tek seferde gelen önemli müşteri sayısı: 9

Yapılan toplam hesaplama sayısı: 4312
1) Masa sayısı: 1 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 17
2129) Masa sayısı: 22 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 62
2130) Masa sayısı: 22 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 157
2131) Masa sayısı: 22 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 252
2132) Masa sayısı: 22 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 310
2133) Masa sayısı: 22 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 313
2134) Masa sayısı: 22 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 312
2135) Masa sayısı: 22 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 311
2136) Masa sayısı: 22 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 61
2137) Masa sayısı: 22 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 156
2138) Masa sayısı: 22 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 251
2139) Masa sayısı: 22 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 309
2140) Masa sayısı: 22 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 312
2141) Masa sayısı: 22 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 311
2142) Masa sayısı: 22 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 310
2143) Masa sayısı: 22 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 60
2144) Masa sayısı: 22 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 155
2145) Masa sayısı: 22 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 250
2146) Masa sayısı: 22 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 308
2147) Masa sayısı: 22 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 311
2148) Masa sayısı: 22 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 310
2149) Masa sayısı: 22 | Garson sayısı: 13 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 309
2150) Masa sayısı: 22 | Garson sayısı: 14 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 59
2151) Masa sayısı: 22 | Garson sayısı: 14 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 154
2152) Masa sayısı: 22 | Garson sayısı: 14 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 249
2153) Masa sayısı: 22 | Garson sayısı: 14 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 307
2154) Masa sayısı: 22 | Garson sayısı: 14 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 310
2155) Masa sayısı: 22 | Garson sayısı: 14 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 309
2156) Masa sayısı: 22 | Garson sayısı: 14 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 308
2157) Masa sayısı: 23 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 64 | Kazanç: 39
2158) Masa sayısı: 23 | Garson sayısı: 1 | Aşçı sayısı: 2 | Müşteri sayısı: 64 | Kazanç: 38
2159) Masa sayısı: 23 | Garson sayısı: 1 | Aşçı sayısı: 3 | Müşteri sayısı: 64 | Kazanç: 37
2160) Masa sayısı: 23 | Garson sayısı: 1 | Aşçı sayısı: 4 | Müşteri sayısı: 64 | Kazanç: 36
2161) Masa sayısı: 23 | Garson sayısı: 1 | Aşçı sayısı: 5 | Müşteri sayısı: 64 | Kazanç: 35
2162) Masa sayısı: 23 | Garson sayısı: 1 | Aşçı sayısı: 6 | Müşteri sayısı: 64 | Kazanç: 34
2163) Masa sayısı: 23 | Garson sayısı: 1 | Aşçı sayısı: 7 | Müşteri sayısı: 64 | Kazanç: 33
2164) Masa sayısı: 23 | Garson sayısı: 2 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 70
2165) Masa sayısı: 23 | Garson sayısı: 2 | Aşçı sayısı: 2 | Müşteri sayısı: 128 | Kazanç: 101
2166) Masa sayısı: 23 | Garson sayısı: 2 | Aşçı sayısı: 3 | Müşteri sayısı: 128 | Kazanç: 100
2167) Masa sayısı: 23 | Garson sayısı: 2 | Aşçı sayısı: 4 | Müşteri sayısı: 128 | Kazanç: 99
2168) Masa sayısı: 23 | Garson sayısı: 2 | Aşçı sayısı: 5 | Müşteri sayısı: 128 | Kazanç: 98
2169) Masa sayısı: 23 | Garson sayısı: 2 | Aşçı sayısı: 6 | Müşteri sayısı: 128 | Kazanç: 97
2170) Masa sayısı: 23 | Garson sayısı: 2 | Aşçı sayısı: 7 | Müşteri sayısı: 128 | Kazanç: 96
2171) Masa sayısı: 23 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 69
2172) Masa sayısı: 23 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 163
2173) Masa sayısı: 23 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 192 | Kazanç: 163
2174) Masa sayısı: 23 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 192 | Kazanç: 162
2175) Masa sayısı: 23 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 192 | Kazanç: 161
2176) Masa sayısı: 23 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 192 | Kazanç: 160
2177) Masa sayısı: 23 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 192 | Kazanç: 159
2178) Masa sayısı: 23 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 68
2179) Masa sayısı: 23 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 163
2180) Masa sayısı: 23 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 256 | Kazanç: 226
2181) Masa sayısı: 23 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 256 | Kazanç: 225
2182) Masa sayısı: 23 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 256 | Kazanç: 224
2183) Masa sayısı: 23 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 256 | Kazanç: 223
2184) Masa sayısı: 23 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 256 | Kazanç: 222
2185) Masa sayısı: 23 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 67
2186) Masa sayısı: 23 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 162
2187) Masa sayısı: 23 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 287 | Kazanç: 256
2188) Masa sayısı: 23 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 319 | Kazanç: 287
2189) Masa sayısı: 23 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 319 | Kazanç: 286
2190) Masa sayısı: 23 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 319 | Kazanç: 285
2191) Masa sayısı: 23 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 319 | Kazanç: 284
2192) Masa sayısı: 23 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 66
2193) Masa sayısı: 23 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 161
2194) Masa sayısı: 23 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 256
2195) Masa sayısı: 23 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 345 | Kazanç: 312
2196) Masa sayısı: 23 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 345 | Kazanç: 311
2197) Masa sayısı: 23 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 345 | Kazanç: 310
2198) Masa sayısı: 23 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 345 | Kazanç: 309
2199) Masa sayısı: 23 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 65
2200) Masa sayısı: 23 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 160
2201) Masa sayısı: 23 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 255
2202) Masa sayısı: 23 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 313
2203) Masa sayısı: 23 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 347 | Kazanç: 312
2204) Masa sayısı: 23 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 347 | Kazanç: 311
2205) Masa sayısı: 23 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 347 | Kazanç: 310
2206) Masa sayısı: 23 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 64
2207) Masa sayısı: 23 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 159
2208) Masa sayısı: 23 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 254
2209) Masa sayısı: 23 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 312
2210) Masa sayısı: 23 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 349 | Kazanç: 313
2211) Masa sayısı: 23 | Garson sayısı: 8 | Aşçı sayısı: 6 | Müşteri sayısı: 349 | Kazanç: 312
2212) Masa sayısı: 23 | Garson sayısı: 8 | Aşçı sayısı: 7 | Müşteri sayısı: 349 | Kazanç: 311
2213) Masa sayısı: 23 | Garson sayısı: 9 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 63
2214) Masa sayısı: 23 | Garson sayısı: 9 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 158
2215) Masa sayısı: 23 | Garson sayısı: 9 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 253
2216) Masa sayısı: 23 | Garson sayısı: 9 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 311
2217) Masa sayısı: 23 | Garson sayısı: 9 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 314
2218) Masa sayısı: 23 | Garson sayısı: 9 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 313
2219) Masa sayısı: 23 | Garson sayısı: 9 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 312
2220) Masa sayısı: 23 | Garson sayısı: 10 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 62
2221) Masa sayısı: 23 | Garson sayısı: 10 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 157
2222) Masa sayısı: 23 | Garson sayısı: 10 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 252
2223) Masa sayısı: 23 | Garson sayısı: 10 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 310
2224) Masa sayısı: 23 | Garson sayısı: 10 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 313
2225) Masa sayısı: 23 | Garson sayısı: 10 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 312
2226) Masa sayısı: 23 | Garson sayısı: 10 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 311
2227) Masa sayısı: 23 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 61
2228) Masa sayısı: 23 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 156
2229) Masa sayısı: 23 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 251
2230) Masa sayısı: 23 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 309
2231) Masa sayısı: 23 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 312
2232) Masa sayısı: 23 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 311
2233) Masa sayısı: 23 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 310
2234) Masa sayısı: 23 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 60
2235) Masa sayısı: 23 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 155
2236) Masa sayısı: 23 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 250
2237) Masa sayısı: 23 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 308
2238) Masa sayısı: 23 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 311
2239) Masa sayısı: 23 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 310
2240) Masa sayısı: 23 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 309
2241) Masa sayısı: 23 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 59
2242) Masa sayısı: 23 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 154
2243) Masa sayısı: 23 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 249
2244) Masa sayısı: 23 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 307
2245) Masa sayısı: 23 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 310
2246) Masa sayısı: 23 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 309
2247) Masa sayısı: 23 | Garson sayısı: 13 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 308
2248) Masa sayısı: 23 | Garson sayısı: 14 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 58
2249) Masa sayısı: 23 | Garson sayısı: 14 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 153
2250) Masa sayısı: 23 | Garson sayısı: 14 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 248
2251) Masa sayısı: 23 | Garson sayısı: 14 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 306
2252) Masa sayısı: 23 | Garson sayısı: 14 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 309
2253) Masa sayısı: 23 | Garson sayısı: 14 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 308
2254) Masa sayısı: 23 | Garson sayısı: 14 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 307
2255) Masa sayısı: 24 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 64 | Kazanç: 38
2256) Masa sayısı: 24 | Garson sayısı: 1 | Aşçı sayısı: 2 | Müşteri sayısı: 64 | Kazanç: 37
2257) Masa sayısı: 24 | Garson sayısı: 1 | Aşçı sayısı: 3 | Müşteri sayısı: 64 | Kazanç: 36
2258) Masa sayısı: 24 | Garson sayısı: 1 | Aşçı sayısı: 4 | Müşteri sayısı: 64 | Kazanç: 35
2259) Masa sayısı: 24 | Garson sayısı: 1 | Aşçı sayısı: 5 | Müşteri sayısı: 64 | Kazanç: 34
2260) Masa sayısı: 24 | Garson sayısı: 1 | Aşçı sayısı: 6 | Müşteri sayısı: 64 | Kazanç: 33
2261) Masa sayısı: 24 | Garson sayısı: 1 | Aşçı sayısı: 7 | Müşteri sayısı: 64 | Kazanç: 32
2262) Masa sayısı: 24 | Garson sayısı: 2 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 69
2263) Masa sayısı: 24 | Garson sayısı: 2 | Aşçı sayısı: 2 | Müşteri sayısı: 128 | Kazanç: 100
2264) Masa sayısı: 24 | Garson sayısı: 2 | Aşçı sayısı: 3 | Müşteri sayısı: 128 | Kazanç: 99
2265) Masa sayısı: 24 | Garson sayısı: 2 | Aşçı sayısı: 4 | Müşteri sayısı: 128 | Kazanç: 98
2266) Masa sayısı: 24 | Garson sayısı: 2 | Aşçı sayısı: 5 | Müşteri sayısı: 128 | Kazanç: 97
2267) Masa sayısı: 24 | Garson sayısı: 2 | Aşçı sayısı: 6 | Müşteri sayısı: 128 | Kazanç: 96
2268) Masa sayısı: 24 | Garson sayısı: 2 | Aşçı sayısı: 7 | Müşteri sayısı: 128 | Kazanç: 95
2269) Masa sayısı: 24 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 68
2270) Masa sayısı: 24 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 162
2271) Masa sayısı: 24 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 192 | Kazanç: 162
2272) Masa sayısı: 24 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 192 | Kazanç: 161
2273) Masa sayısı: 24 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 192 | Kazanç: 160
2274) Masa sayısı: 24 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 192 | Kazanç: 159
2275) Masa sayısı: 24 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 192 | Kazanç: 158
2276) Masa sayısı: 24 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 67
2277) Masa sayısı: 24 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 162
2278) Masa sayısı: 24 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 256 | Kazanç: 225
2279) Masa sayısı: 24 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 256 | Kazanç: 224
2280) Masa sayısı: 24 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 256 | Kazanç: 223
2281) Masa sayısı: 24 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 256 | Kazanç: 222
2282) Masa sayısı: 24 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 256 | Kazanç: 221
2283) Masa sayısı: 24 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 66
2284) Masa sayısı: 24 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 161
2285) Masa sayısı: 24 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 287 | Kazanç: 255
2286) Masa sayısı: 24 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 319 | Kazanç: 286
2287) Masa sayısı: 24 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 319 | Kazanç: 285
2288) Masa sayısı: 24 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 319 | Kazanç: 284
2289) Masa sayısı: 24 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 319 | Kazanç: 283
2290) Masa sayısı: 24 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 65
2291) Masa sayısı: 24 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 160
2292) Masa sayısı: 24 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 255
2293) Masa sayısı: 24 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 345 | Kazanç: 311
2294) Masa sayısı: 24 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 345 | Kazanç: 310
2295) Masa sayısı: 24 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 345 | Kazanç: 309
2296) Masa sayısı: 24 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 345 | Kazanç: 308
2297) Masa sayısı: 24 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 64
2298) Masa sayısı: 24 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 159
2299) Masa sayısı: 24 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 254
2300) Masa sayısı: 24 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 312
2301) Masa sayısı: 24 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 347 | Kazanç: 311
2302) Masa sayısı: 24 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 347 | Kazanç: 310
2303) Masa sayısı: 24 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 347 | Kazanç: 309
2304) Masa sayısı: 24 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 63
2305) Masa sayısı: 24 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 158
2306) Masa sayısı: 24 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 253
2307) Masa sayısı: 24 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 311
2308) Masa sayısı: 24 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 349 | Kazanç: 312
2309) Masa sayısı: 24 | Garson sayısı: 8 | Aşçı sayısı: 6 | Müşteri sayısı: 349 | Kazanç: 311
2310) Masa sayısı: 24 | Garson sayısı: 8 | Aşçı sayısı: 7 | Müşteri sayısı: 349 | Kazanç: 310
2311) Masa sayısı: 24 | Garson sayısı: 9 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 62
2312) Masa sayısı: 24 | Garson sayısı: 9 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 157
2313) Masa sayısı: 24 | Garson sayısı: 9 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 252
2314) Masa sayısı: 24 | Garson sayısı: 9 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 310
2315) Masa sayısı: 24 | Garson sayısı: 9 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 313
2316) Masa sayısı: 24 | Garson sayısı: 9 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 312
2317) Masa sayısı: 24 | Garson sayısı: 9 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 311
2318) Masa sayısı: 24 | Garson sayısı: 10 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 61
2319) Masa sayısı: 24 | Garson sayısı: 10 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 156
2320) Masa sayısı: 24 | Garson sayısı: 10 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 251
2321) Masa sayısı: 24 | Garson sayısı: 10 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 309
2322) Masa sayısı: 24 | Garson sayısı: 10 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 312
2323) Masa sayısı: 24 | Garson sayısı: 10 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 311
2324) Masa sayısı: 24 | Garson sayısı: 10 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 310
2325) Masa sayısı: 24 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 60
2326) Masa sayısı: 24 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 155
2327) Masa sayısı: 24 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 250
2328) Masa sayısı: 24 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 308
2329) Masa sayısı: 24 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 311
2330) Masa sayısı: 24 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 310
2331) Masa sayısı: 24 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 309
2332) Masa sayısı: 24 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 59
2333) Masa sayısı: 24 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 154
2334) Masa sayısı: 24 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 249
2335) Masa sayısı: 24 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 307
2336) Masa sayısı: 24 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 310
2337) Masa sayısı: 24 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 309
2338) Masa sayısı: 24 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 351 | Kazanç: 308
2339) Masa sayısı: 24 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 58
2340) Masa sayısı: 24 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 153
2341) Masa sayısı: 24 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 288 | Kazanç: 248
2342) Masa sayısı: 24 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 306
2343) Masa sayısı: 24 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 351 | Kazanç: 309
2344) Masa sayısı: 24 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 351 | Kazanç: 308
